funcType,funcTargetType,buffType,buffName,scriptKeys,origScriptKeys,condTarget,functvals,count,top5servants,sources,classification
"addStateShort","ptOne","upCriticaldamage","Critical Strength Up","","","false","true","1","258","skill","cosmetic"
"addState","ptOne","addMaxhp","Max HP Plus","","","false","true","1","258","skill","cosmetic"
"forceInstantDeath","ptSelfAnotherFirst","","","","","false","false","1","258","np","handled"
"addState","self","donotNobleCondMismatch","","IncludeIgnoreIndividuality|TargetIndiv","IncludeIgnoreIndividuality|TargetIndiv","false","true","1","258","passive","cosmetic"
"addStateShort","self","upDamage","STR Up vs. Roman","","","false","false","1","26","skill","handled"
"addStateShort","ptAll","upDamage","STR Up vs. Roman","","","false","false","1","26","skill","handled"
"addStateShort","self","upDamage","Strength Up [Lawful and Good]","checkIndvType","checkIndvType","false","false","1","260","skill","handled"
"addState","self","selfturnendFunction","Salacious Dance","","","false","false","1","260","skill","long_tail"
"addStateShort","self","multiattack","Hit Count Up: Arts","checkIndvType","checkIndvType","false","false","1","261","skill","long_tail"
"addStateShort","self","upDamage","Strength Up: Arts","checkIndvType","checkIndvType","false","false","1","261","skill","handled"
"addStateShort","enemy","downDefence","DEF Down (Critical)","","","false","false","1","263","skill","long_tail"
"addStateShort","self","commandattackAfterFunction","Activate during Critical Attack (Critical Strength Up)","","","false","false","1","264","skill","handled"
"addState","self","delayFunction","Royal Bunny Jump","","","false","false","1","265","skill","long_tail"
"addState","ptOne","donotSelectCommandcard","","","","false","false","1","265","skill","cosmetic"
"addState","ptOther","avoidState","Nullify Charm","","","false","false","1","268","skill","cosmetic"
"addStateShort","commandTypeSelfTreasureDevice","tdTypeChangeQuick","NP Type Change: Quick","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","268","skill","handled"
"addStateShort","self","upDamage","STR Up (Wild Beasts and Demonic)","","","false","false","1","272","skill","handled"
"addStateShort","self","commandattackBeforeFunction","Pre-Buster ATK Damage Bonus Effect (Critical STR Up)","","","false","false","1","272","skill","handled"
"addState","self","upFuncHpReduce","Corroding Poison","","","false","false","1","272","passive","long_tail"
"addStateShort","self","attackAfterFunction","Bonus Effect when Attacking (Remove DEF Buff + Death)","","","false","false","1","273","skill","long_tail"
"addStateShort","ptAll","upDamageIndividuality","STR Up (Charm)","","","false","false","1","274","skill","handled"
"addStateShort","self","upDamage","Strength Up [Neutral Servant]","checkIndvType","checkIndvType","false","false","1","276","np","handled"
"addState","self","avoidState","Pigify Immune","","","false","false","1","277","passive","cosmetic"
"addStateShort","self","attackAfterFunction","Bonus Effect with Quick Attack (NP Gain)","","","false","false","1","278","skill","long_tail"
"addStateShort","self","attackAfterFunction","Bonus Effect with Arts Attack (C. Star Gain)","","","false","false","1","278","skill","long_tail"
"addStateShort","self","attackAfterFunction","Bonus Effect with Arts ATK (Critical Hit Rate Up)","","","false","false","1","278","skill","long_tail"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Critical ATK (Apply Roman Trait)","","","false","false","1","280","skill","long_tail"
"addState","ptAll","addIndividuality","Apply Trait (Roman)","","","false","false","1","280","np","long_tail"
"addState","self","upTolerance","Debuff Resist Up","checkIndvType","checkIndvType","false","false","1","283","passive","long_tail"
"addStateShort","ptOne","upDamage","Strength Up (Threat to Humanity)","","","false","false","1","284","skill","handled"
"addState","self","selfturnendFunction","Mermaid's Nourishment","","","false","false","1","285","skill","long_tail"
"addState","enemyAll","downCriticalrate","Enchant","missText","missText","false","false","1","285","skill","cosmetic"
"addState","enemyAll","downCriticalpoint","Enchant","","","false","false","1","285","skill","cosmetic"
"addStateShort","ptOther","upCommandall","Arts Up","","","false","true","1","287","skill","handled"
"addStateShort","ptOther","upCommandall","Buster Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","287","skill","handled"
"addStateShort","self","upDropnp","NP Gain Up: Sunlight","","","false","false","1","288","skill","long_tail"
"addStateShort","enemy","downDefence","DEF Down (Sleep)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","289","skill","long_tail"
"addState","self","delayFunction","Staying Up Late","","","false","false","1","290","skill","long_tail"
"addState","self","avoidState","Poison & Curse Immune","","","false","false","1","292","passive","cosmetic"
"addState","enemy","selfturnendFunction","Confusion","","","false","false","1","294","skill","long_tail"
"addStateShort","ptAll","upStarweight","C. Star Gather Up","","","false","true","1","294","skill","cosmetic"
"addState","self","deadFunction","Activate on Defeat (Adabana of War)","","","false","false","1","294","skill","long_tail"
"addStateShort","ptOther","upCommandall","Buster Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","294","np","handled"
"addState","self","preventDeathByDamage","","","","false","false","1","295","passive","cosmetic"
"addState","self","gutsFunction","Activate when Guts is Triggered (NP Gain)","","","false","false","1","296","skill","long_tail"
"addState","self","breakAvoidance","Sure Hit","","","false","false","1","296","np","cosmetic"
"addStateShort","ptAll","upDamage","STR Up vs. Divine","","","false","false","1","300","skill","handled"
"addStateShort","self","upCriticaldamage","Critical Strength Up","CheckOpponentBuffTypes","CheckOpponentBuffTypes","false","false","1","302","skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Flame","","","false","false","1","302","skill","long_tail"
"addStateShort","self","upDamage","Strength Up (Genji)","","","false","false","1","303","skill","handled"
"addState","self","gutsFunction","Activate when Guts Is Triggered (Grudge of Vengeance)","","","false","false","1","303","skill","long_tail"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (NP Absorb)","","","false","false","1","305","skill","handled"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (Charge Absorb)","","","false","false","1","305","skill","handled"
"addStateShort","self","upAtk","ATK Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","305","passive","handled"
"addState","self","upDefencecommandall","Buster Card Resist","","","false","false","1","305","passive","long_tail"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Normal Buster Attack","","","false","false","1","306","skill","long_tail"
"addState","ptOther","upCriticalpoint","C. Star Drop Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","307","skill","cosmetic"
"gainStar","ptOther","","","","","false","true","1","307","skill","cosmetic"
"addStateShort","ptSelfAnotherFirst","upAtk","ATK Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","307","np","handled"
"moveToLastSubmember","self","","","","","false","false","1","307","np","cosmetic"
"addStateShort","self","upDamage","STR Up (Machine)","","","false","false","1","308","skill","handled"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (ATK Down & Critical Hit Rate Down)","","","false","false","1","309","skill","handled"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (ATK Down & C. Star Rate Down)","","","false","false","1","309","skill","handled"
"addStateShort","self","upDamage","Strength Up (Round Table Knight and Fae)","","","false","false","1","309","np","handled"
"addStateShort","self","commandattackAfterFunction","Strong Eater","","","false","false","1","310","skill","long_tail"
"addStateShort","self","selfturnendFunction","Triggers Each Turn (Increase NP)","","","false","false","1","310","skill","handled"
"lossHpSafe","ptOther","","","","","false","false","1","311","skill","cosmetic"
"gainHp","ptOneHpLowestRate","","","","","false","false","1","313","np","cosmetic"
"addStateShort","ptOne","upDamage","STR Up vs. Human","","","false","false","1","314","skill","handled"
"addStateShort","ptOne","upDamage","Strength Up [Human Attribute]","","","false","false","1","314","skill","handled"
"addStateShort","ptOne","commandattackAfterFunctionMainOnly","Bonus Effect with Normal Buster Attack","","","false","false","1","314","skill","long_tail"
"addState","ptOne","invincible","Invincible","","","false","true","1","315","skill","cosmetic"
"addState","ptOne","guts","Guts","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","true","1","315","skill","cosmetic"
"addStateShort","ptOne","regainHp","Restore HP Each Turn","","","false","true","1","315","skill","cosmetic"
"subState","ptOne","","","","","false","true","1","315","skill","long_tail"
"addStateShort","self","delayFunction","Delayed Effect (Death)","","","false","false","1","315","skill","handled"
"addStateShort","ptOne","buffRate","Boost NP Strength Up","UpBuffRateBuffIndiv","UpBuffRateBuffIndiv","false","false","1","316","skill","handled"
"addState","ptOne","selfturnendFunction","Ending of Dreams","","","false","false","1","316","skill","long_tail"
"addStateShort","enemyAll","invincible","Invincible","","","false","false","1","316","np","cosmetic"
"addStateShort","ptFull","upGrantstate","Debuff Chance Up","checkIndvType","checkIndvType","false","false","1","316","passive","cosmetic"
"addStateShort","ptFull","downGrantstate","Buff Chance Down","","","false","true","1","316","passive","cosmetic"
"addState","self","avoidState","Nullify Curse","","","false","false","1","316","passive","cosmetic"
"addStateShort","self","commandattackAfterFunction","Bonus Effect when Attacking (Apply Flames of Love)","","","false","false","1","321","skill","long_tail"
"addStateShort","self","upDamage","Strength Up (Flames of Love)","","","false","false","1","321","skill","handled"
"addState","ptOne","avoidState","Burn Immune","","","false","false","1","323","skill","cosmetic"
"addStateShort","self","upDamage","Strength UP [Lawful Servants]","checkIndvType","checkIndvType","false","false","1","323","np","handled"
"addState","self","selfturnstartFunction","呪い滲出","","","false","false","1","324","skill","long_tail"
"addState","self","donotSkill","Skill Seal","ProgressSelfTurn","ProgressSelfTurn","false","false","1","326","skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Activate during Critical Attack (DEF Down)","","","false","false","1","327","skill","long_tail"
"addStateShort","ptAll","upDamage","STR Up vs. Divine, Undead, Demon","","","false","false","1","330","np","handled"
"addStateShort","ptAll","downStarweight","C. Star Gather Down","","","false","true","1","334","skill","cosmetic"
"addStateShort","ptOne","commandattackAfterFunctionMainOnly","Bonus Effect with Buster (C. Star Gain)","","","false","false","1","334","skill","long_tail"
"addStateShort","ptOne","commandattackAfterFunctionMainOnly","Bonus Effect with Buster (Critical Hit Rate Up)","","","false","false","1","334","skill","long_tail"
"addState","ptAll","upDefence","DEF Up","","","false","true","1","334","skill","cosmetic"
"addStateShort","self","attackAfterFunction","Bonus Effect with ATK (Poison & Curse & Burn)","","","false","false","1","334","skill","long_tail"
"addStateShort","self","attackAfterFunction","Bonus Effect (Debuff)","","","false","false","1","334","passive","long_tail"
"addStateShort","self","upDamage","STR Up vs. Caster","","","false","false","1","336","skill","handled"
"addState","self","counterFunction","Fragarach Counter","CounterMessage|checkIndvType","CounterMessage|checkIndvType","false","false","1","336","np","long_tail"
"addState","enemyAll","deadFunction","Taisui's Calamity","","","false","false","1","338","np","long_tail"
"addStateShort","ptAll","upStarweight","C. Star Gather Up: Buster","","","false","false","1","339","skill","cosmetic"
"addStateShort","ptAll","upCriticalrate","Critical Rate Up: Buster","","","false","false","1","339","skill","cosmetic"
"addStateShort","self","attackAfterFunction","Bonus Effect when Attacking (Buff)","","","false","false","1","339","passive","long_tail"
"addState","self","damageFunction","Activate when damaged (Buff)","","","false","false","1","339","passive","long_tail"
"addState","self","deadFunction","Activate on Defeat (Demise Privilege)","","","false","false","1","342","skill","long_tail"
"addState","self","upDefence","DEF Up vs. Divine","","","false","false","1","343","skill","cosmetic"
"addStateShort","self","upCriticaldamage","Critical Strength Up [Evil]","","","false","false","1","343","skill","cosmetic"
"addStateShort","enemyAll","downDefencecommandall","Arts Card Resist Down","","","false","true","1","346","skill","handled"
"addState","self","gutsFunction","Activate when Guts IS Triggered (NP Strength Up & Remove Debuff)","","","false","false","1","350","skill","handled"
"addState","self","selfturnendFunction","Triggers Each Turn (NP Strength Up)","","","false","false","1","350","skill","handled"
"addState","ptAll","upToleranceSubstate","Buff Removal Resist Up","","","false","true","1","351","skill","long_tail"
"addFieldChangeToField","self","toFieldChangeField","Field Change [Millennium Castle]","","","false","false","1","351","np","handled"
"addStateShort","ptOne","upNpdamage","NP Strength Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","352","skill","handled"
"gainNp","ptOne","","","","","false","true","1","352","skill","handled"
"hastenNpturn","ptOne","","","","","false","true","1","352","skill","cosmetic"
"addState","enemyAll","downNpturnval","Charge Down Each Turn","","","false","false","1","353","skill","cosmetic"
"addState","enemyAll","addIndividuality","","","","false","false","1","353","skill","long_tail"
"addStateShort","self","commandattackAfterFunction","Bonus Effect with Normal Attack (Burn)","","","false","false","1","354","skill","long_tail"
"addState","enemyAll","donotAct","Stun","ProgressSelfTurn","ProgressSelfTurn","false","true","1","358","skill","cosmetic"
"addState","enemyAll","addIndividuality","Apply Trait (Undead)","","","false","false","1","358","np","long_tail"
"addStateShort","self","upDropnp","NP Gain Up: Quick","","","false","false","1","362","passive","long_tail"
"addState","self","avoidState","Poison & Burn Immune","","","false","false","1","364","passive","cosmetic"
"addState","self","addIndividuality","Apply Trait (Wild Beast)","","","false","false","1","364","passive","long_tail"
"addStateShort","self","attackBeforeFunction","Pre-Buster ATK Damage Bonus Effect","","","false","false","1","365","skill","long_tail"
"addState","self","addIndividuality","Governing Prince Wucheng","","","false","false","1","366","skill","long_tail"
"addState","self","subIndividuality","","","UnSubStateWhenContinue","false","false","1","366","skill","cosmetic"
"addState","ptOther","addIndividuality","Mount Liang","","","false","false","1","367","skill","long_tail"
"addState","ptAll","downTolerance","Debuff Resist Down","","","false","true","1","367","skill","cosmetic"
"addState","self","guts","Guts <High Chance>","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","1","369","skill","cosmetic"
"addState","self","guts","Guts <High Chance>","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","true","1","369","skill","cosmetic"
"addStateShort","ptAll","addDamage","Damage Plus","","","false","false","1","37","skill","long_tail"
"addState","ptAll","addIndividuality","Apply Trait (Good)","","","false","false","1","370","skill","long_tail"
"addState","ptAll","downTolerance","Increase Buff Success Rate when receiving a Buff","","","false","false","1","370","skill","cosmetic"
"addState","ptAll","avoidance","Evade","ProgressSelfTurn","ProgressSelfTurn","false","true","1","370","skill","cosmetic"
"addState","ptAll","avoidState","Debuff Immune","","","false","true","1","370","skill","cosmetic"
"addState","ptAll","avoidState","Invincible Immune","","","false","false","1","371","skill","cosmetic"
"addState","self","subFieldIndividuality","Negate Field Trait [Sunlight]","","","false","false","1","371","skill","cosmetic"
"addStateShort","ptOtherFull","upCommandall","Arts Up","","","false","false","1","372","passive","handled"
"addState","ptOne","breakAvoidance","Sure Hit","ProgressSelfTurn","ProgressSelfTurn","false","false","1","373","skill","cosmetic"
"addStateShort","ptOne","upStarweight","C. Star Gather Up: Arts","","","false","false","1","374","skill","cosmetic"
"addStateShort","ptOne","upCriticalrate","Critical Hit Rate Up: Arts","","","false","false","1","374","skill","cosmetic"
"addState","enemyAll","donotRecovery","Recovery Disabled","","","false","false","1","376","skill","cosmetic"
"hastenNpturn","enemyAll","","","","","false","false","1","377","skill","cosmetic"
"gainNp","enemyAll","","","","","false","false","1","377","skill","handled"
"addState","self","addIndividuality","Holy Grail Possession","","","false","false","1","377","skill","long_tail"
"addStateShort","self","upDamage","STR Up vs. Dragon","","","false","true","1","377","skill","handled"
"addStateShort","self","upDamage","STR Up vs. Roman","","","false","true","1","377","skill","handled"
"addStateShort","self","regainStar","Gain C. Stars Each Turn","","","false","true","1","377","skill","cosmetic"
"addStateShort","self","upCriticalrate","Critical Hit Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","377","skill","cosmetic"
"addState","self","avoidState","Debuff Immune","","","false","true","1","377","skill","cosmetic"
"addStateShort","self","pierceDefence","Ignore DEF","","","false","true","1","377","skill","long_tail"
"addState","self","upGainHp","HP Recovery Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","377","skill","long_tail"
"addStateShort","self","regainNp","NP Gain Each Turn","","","false","true","1","377","skill","handled"
"addStateShort","self","upGrantstate","Ignore Debuff Resist","","","false","false","1","377","passive","cosmetic"
"addStateShort","self","hpReduceToRegain","[Poison] Recovery","","","false","false","1","378","skill","cosmetic"
"addStateShort","self","upGrantstate","Inflict Poison Up","","","false","false","1","378","passive","cosmetic"
"addState","self","delayFunction","Sacrifice for the World Tree","","","false","false","1","38","skill","long_tail"
"addStateShort","self","commandattackAfterFunction","Normal Quick Attack Bonus Effect","","","false","false","1","380","skill","long_tail"
"addState","enemy","donotAct","Bind","","","false","false","1","380","skill","cosmetic"
"addState","enemyAll","donotAct","Bind","","","false","false","1","380","np","cosmetic"
"addStateShort","ptRandom","upStarweight","C. Star Gather Up","","","false","false","1","382","skill","cosmetic"
"addStateShort","ptRandom","upCriticalrate","Critical Hit Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","382","skill","cosmetic"
"addStateShort","self","commandattackBeforeFunction","Pre-Critical Attack Damage Bonus Effect","","","false","false","1","387","skill","long_tail"
"addStateShort","ptAll","attackAfterFunction","Bonus Effect when Attacking","","","false","false","1","388","skill","long_tail"
"addStateShort","ptAll","attackAfterFunctionMainOnly","Bonus Effect when Attacking","","","false","false","1","388","skill","long_tail"
"addStateShort","self","delayFunction","Preparing Replacement","","","false","false","1","388","skill","long_tail"
"gainNpBuffIndividualSum","ptAll","","","","","false","false","1","388","skill","long_tail"
"addState","ptOther","donotSkill","My Fair Soldier","ProgressSelfTurn","ProgressSelfTurn","false","false","1","389","skill","cosmetic"
"addStateShort","ptOther","upAtk","ATK Up","INDIVIDUALITIE|ProgressSelfTurn","INDIVIDUALITIE|ProgressSelfTurn","false","false","1","389","skill","handled"
"addState","ptOther","upDefence","DEF Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","389","skill","cosmetic"
"addStateShort","ptAll","donotActCommandtype","Arts Seal","","","false","true","1","389","skill","cosmetic"
"addState","ptFull","upCriticalpoint","C. Star Drop Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","389","passive","cosmetic"
"addStateShort","ptFull","upCriticalrate","Critical Hit Rate Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","389","passive","cosmetic"
"addStateShort","self","attackAfterFunction","Bonus Effect with Quick Attack (Quick Resist Down)","","","false","false","1","39","skill","long_tail"
"addState","ptOther","subSelfdamage","Damage Cut","","","false","false","1","390","skill","long_tail"
"addStateShort","self","commandattackAfterFunction","Protecting the Weak","","","false","false","1","391","skill","long_tail"
"gainHp","ptOther","","","","","false","false","1","391","skill","cosmetic"
"shortenSkill","ptOther","","","","","false","false","1","391","skill","handled"
"addStateShort","self","tdTypeChangeArts","NP Change","INDIVIDUALITIE","DisplayCardBottomImageName|INDIVIDUALITIE","false","false","1","391","skill","handled"
"addState","self","addIndividuality","Apply Trait (Super Giant)","","","false","false","1","391","skill","long_tail"
"addStateShort","self","regainNp","NP Gain Per Turn (Burning)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","391","passive","long_tail"
"addState","self","avoidState","Nullify Burn & Spreading Fire","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","391","passive","cosmetic"
"extendBuffturn","ptAll","","","","","false","false","1","392","skill","long_tail"
"extendBuffturn","enemyAll","","","","","false","false","1","392","skill","long_tail"
"addState","enemy","downNpturnval","Charge Down Each Turn","","","false","false","1","392","skill","cosmetic"
"addState","ptFull","damageFunction","Activate when damaged (Buff)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","392","passive","long_tail"
"addState","ptOther","damageFunction","Activate when Damaged","","","false","true","1","393","skill","long_tail"
"addStateShort","self","upNpdamage","NP Strength Up [Aerial]","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","393","passive","handled"
"addStateShort","self","upDamage","Strength Up (Demonic Beast type Servants)","","","false","false","1","396","np","handled"
"addStateShort","self","upCriticalrate","Throw/Retrieve","","","false","false","1","40","skill","cosmetic"
"addStateShort","self","regainStar","Throw/Retrieve","","","false","false","1","40","skill","cosmetic"
"addStateShort","self","upDamage","STR Up (Servants with Earth Attribute)","checkIndvType","checkIndvType","false","false","1","403","skill","handled"
"addState","ptOne","avoidFunctionExecuteSelf","Plot Armor","","","false","false","1","413","skill","cosmetic"
"addStateShort","self","upCommandall","Buster Up","","UnSubStateWhenContinue","false","false","1","413","np","handled"
"addStateShort","self","upCommandall","Extra Attack Up","","UnSubStateWhenContinue","false","false","1","413","np","long_tail"
"addState","self","changeBgm","","","","false","false","1","413","np","cosmetic"
"addStateShort","self","commandattackBeforeFunction","","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","1","413","passive","long_tail"
"addStateShort","self","commandattackBeforeFunction","","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","413","passive","long_tail"
"addStateShort","self","commandattackAfterFunction","","","","false","false","1","413","passive","long_tail"
"addStateShort","self","attackBeforeFunction","","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","413","passive","long_tail"
"addStateShort","self","attackAfterFunction","","","","false","false","1","413","passive","long_tail"
"addState","self","avoidanceAttackDeathDamage","Evade Lethal Damage","ProgressSelfTurn","ProgressSelfTurn","false","false","1","414","skill","cosmetic"
"gainMultiplyNp","self","","","","","false","false","1","414","skill","handled"
"addState","self","delayFunction","Delayed Effect (Turn to Quick)","","","false","false","1","414","skill","long_tail"
"addState","self","delayFunction","Delayed Effect (Turn to Arts)","","","false","false","1","414","skill","long_tail"
"addState","self","delayFunction","Delayed Effect (Turn to Buster)","","","false","false","1","414","skill","long_tail"
"addStateShort","self","pierceSubdamage","Pierce Damage Cut","","","false","false","1","414","np","cosmetic"
"addState","self","specialInvincible","Substitution","","effectText","false","false","1","415","skill","cosmetic"
"shortenBuffcount","self","","","","","false","false","1","415","skill","long_tail"
"displayBuffstring","self","","","","","false","true","1","415","skill","cosmetic"
"addState","self","subSelfdamage","Damage Cut","checkIndvType","checkIndvType","false","false","1","415","passive","long_tail"
"addState","self","subFuncHpReduce","","","","false","false","1","415","passive","cosmetic"
"addState","self","guts","Guts ([Death] Activated)","INDIVIDUALITIE|checkIndvType","DisplayPriority|INDIVIDUALITIE|checkIndvType","false","false","1","415","passive","cosmetic"
"addState","self","gutsFunction","","","","false","false","1","415","passive","long_tail"
"addState","self","addIndividuality","Robin Counter","","DisplayPriority","false","true","1","415","passive","long_tail"
"addState","self","donotSkillSelect","","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","415","passive","cosmetic"
"addStateShort","self","commandattackBeforeFunction","Pre-Quick Damage Bonus Effect","","","false","false","1","416","skill","long_tail"
"addStateShort","self","commandattackBeforeFunction","Pre-Buster Damage Bonus Effect","","","false","false","1","416","skill","long_tail"
"addStateShort","self","regainStar","C. Star Gain Per Turn [Near Water]","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","416","passive","cosmetic"
"addState","ptAll","upResistInstantdeath","Death Resist Up","","","false","false","1","417","skill","long_tail"
"addStateShort","ptAll","reduceHp","Poison","","","false","false","1","417","skill","cosmetic"
"addStateShort","self","commandattackAfterFunction","Spatial Storage","","","false","false","1","417","passive","long_tail"
"addStateShort","self","upCriticaldamage","Critical Strength Up [Servant]","","","false","false","1","417","passive","cosmetic"
"addState","self","avoidState","Stun, Petrify, Bound and Pigify Immune","","","false","false","1","417","passive","cosmetic"
"addState","self","fieldIndividualityChangedFunction","","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","417","passive","cosmetic"
"addStateShort","self","confirmCommandFunction","","","","false","false","1","417","passive","cosmetic"
"addStateShort","self","skillBeforeFunction","","","","false","false","1","417","passive","cosmetic"
"addStateShort","self","skillBeforeFunction","","useFirstTimeInTurn","useFirstTimeInTurn","false","false","1","417","passive","cosmetic"
"addStateShort","self","treasureDeviceBeforeFunction","","","","false","false","1","417","passive","long_tail"
"addState","self","skillTargetedBeforeFunction","","fromMasterEquip","fromMasterEquip","false","false","1","417","passive","cosmetic"
"addState","self","skillTargetedBeforeFunction","","fromCommandSpell","fromCommandSpell","false","false","1","417","passive","cosmetic"
"addStateShort","self","attackAfterFunction","Bonus Effect with Quick Attack (DEF Down)","","","false","false","1","42","skill","long_tail"
"addStateShort","self","upDamageIndividualityActiveonly","Strength Up (Curse)","","","false","false","1","420","skill","handled"
"addStateShort","self","upDamageIndividualityActiveonly","STR Up (Burn)","","","false","false","1","420","skill","handled"
"addStateShort","ptOther","addIndividuality","Preservation Target","","","false","false","1","421","skill","long_tail"
"addState","enemyAll","addIndividuality","Non-Preservation Target","","","false","false","1","421","skill","long_tail"
"addStateShort","commandTypeSelfTreasureDevice","tdTypeChangeArts","Noble Phantasm Type Change: Attack","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","421","skill","handled"
"addStateShort","commandTypeSelfTreasureDevice","tdTypeChangeBuster","Noble Phantasm Type Change: Defense","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","421","skill","handled"
"addStateShort","self","upDamage","Strength Up (Star Attribute)","","","false","false","1","421","np","handled"
"addStateShort","self","upAtk","ATK Up","ProgressSelfTurn|checkIndvType","IndvAddBuffPassive|ProgressSelfTurn|checkIndvType","false","false","1","421","passive","handled"
"addState","self","upDefence","DEF Up","","IndvAddBuffPassive","false","false","1","421","passive","cosmetic"
"addState","enemyAll","upAtk","ATK Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","422","skill","handled"
"shortenSkill","ptAll","","","","","false","true","1","422","skill","handled"
"damageNpAndOrCheckIndividuality","enemy","","","","","false","false","1","423","np","long_tail"
"addState","self","selfturnstartFunction","ピクシー・フィンガー","","","false","false","1","426","skill","long_tail"
"addStateShort","enemyAll","downDefencecommandall","Critical Attack Resist Down","","","false","false","1","426","skill","long_tail"
"addState","self","overwriteBattleclass","クラス変化","","classIconChangeEffectId","false","false","1","426","skill","handled"
"addStateShort","self","upDamage","威力アップ〔サクラシリーズ系〕","","","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Saber","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Archer","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Lancer","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Rider","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Caster","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Assassin","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","STR Up vs. Berserker","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","Strength Up (Ruler)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","威力アップ〔アヴェンジャー〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","威力アップ〔ムーンキャンサー〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","威力アップ〔アルターエゴ〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","Strength Up (Foreigner)","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upDamage","威力アップ〔プリテンダー〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","426","passive","handled"
"addStateShort","self","upGrantstate","呪い付与アップ","","","false","false","1","427","passive","cosmetic"
"addFieldChangeToField","self","toFieldChangeField","フィールド変化〔都市〕","","","false","false","1","428","np","handled"
"addState","self","upCriticalpoint","スター発生アップ：Buster","ProgressSelfTurn","ProgressSelfTurn","false","false","1","428","passive","cosmetic"
"addFieldChangeToField","self","toFieldChangeField","フィールド変化〔暗闇〕","","","false","false","1","429","skill","handled"
"addStateShort","self","upGrantInstantdeath","即死付与率アップ〔人間〕","","","false","false","1","43","skill","long_tail"
"addStateShort","self","upDamage","威力アップ〔中庸〕","","","false","false","1","432","skill","handled"
"addStateShort","self","attackBeforeFunctionMainOnly","Pre-Buster ATK Damage Bonus Effect","","","false","false","1","435","skill","long_tail"
